,campanha,conjunto_anuncio,anuncio,impressoes,cliques,gasto_total,ctr (%),cpc (R$),conversões,cpa (R$),Receita,roas,data,dia_da_semana,sexo,idade
848,Camisetas Filmes,Homens 18-24,Carrossel 1,1613,129,1292.4,8.0,10.02,61,21.19,3481.23,2.69,2025-04-13,Domingo,Homens,18-24
849,Acessorios,Mulheres 18-24,Video 1,18660,1727,611.86,9.26,0.35,1073,0.57,100134.95,163.66,2025-04-18,Sexta-feira,Mulheres,18-24
850,Acessorios,Mulheres 18-24,Carrossel 1,10277,380,644.22,3.7,1.7,164,3.93,5911.61,9.18,2025-04-01,Terça-feira,Mulheres,18-24
851,Camisetas Filmes,Mulheres 18-24,Video 1,2434,83,309.03,3.41,3.72,4,77.26,180.83,0.59,2025-04-04,Sexta-feira,Mulheres,18-24
852,Camisetas Series,Homens 18-24,Carrossel 2,7278,151,96.13,2.07,0.64,99,0.97,8988.42,93.5,2025-04-27,Domingo,Homens,18-24
853,Camisetas Series,Homens 18-24,Video 2,2608,143,370.05,5.48,2.59,18,20.56,473.55,1.28,2025-04-03,Quinta-feira,Homens,18-24
854,Camisetas Series,Mulheres 18-24,Imagem 2,17102,213,728.69,1.25,3.42,163,4.47,5064.41,6.95,2025-04-26,Sábado,Mulheres,18-24
855,Camisetas Filmes,Homens 18-24,Video 3,13093,169,1244.28,1.29,7.36,68,18.3,5297.34,4.26,2025-04-23,Quarta-feira,Homens,18-24
856,Blusas Inverno,Mulheres 18-24,Video 1,10958,209,1419.68,1.91,6.79,132,10.76,4581.97,3.23,2025-04-20,Domingo,Mulheres,18-24
857,Camisetas Filmes,Mulheres 24-30,Imagem 2,18421,839,324.72,4.55,0.39,538,0.6,48789.96,150.25,2025-04-22,Terça-feira,Mulheres,24-30
858,Camisetas Filmes,Mulheres 18-24,Carrossel 1,19298,1584,859.31,8.21,0.54,1528,0.56,54322.57,63.22,2025-04-27,Domingo,Mulheres,18-24
859,Acessorios,Homens 18-24,Imagem 3,16031,1488,1014.6,9.28,0.68,213,4.76,8878.04,8.75,2025-04-02,Quarta-feira,Homens,18-24
860,Camisetas Filmes,Homens 18-24,Carrossel 1,19021,872,781.8,4.58,0.9,673,1.16,27470.28,35.14,2025-04-01,Terça-feira,Homens,18-24
861,Camisetas Filmes,Homens 18-24,Carrossel 2,12544,695,847.62,5.54,1.22,332,2.55,36349.15,42.88,2025-04-26,Sábado,Homens,18-24
862,Camisetas Series,Homens 18-24,Video 3,15109,712,932.2,4.71,1.31,576,1.62,45828.07,49.16,2025-04-09,Quarta-feira,Homens,18-24
863,Camisetas Series,Mulheres 24-30,Video 3,19030,1574,418.43,8.27,0.27,926,0.45,64588.48,154.36,2025-04-17,Quinta-feira,Mulheres,24-30
864,Blusas Inverno,Mulheres 18-24,Video 3,1006,96,100.26,9.54,1.04,36,2.79,3044.75,30.37,2025-04-04,Sexta-feira,Mulheres,18-24
865,Camisetas Filmes,Mulheres 18-24,Carrossel 1,10890,63,485.48,0.58,7.71,28,17.34,1301.5,2.68,2025-04-17,Quinta-feira,Mulheres,18-24
866,Camisetas Series,Mulheres 18-24,Imagem 3,1711,148,1241.81,8.65,8.39,70,17.74,8183.78,6.59,2025-04-15,Terça-feira,Mulheres,18-24
867,Camisetas Filmes,Mulheres 24-30,Carrossel 1,4089,69,717.54,1.69,10.4,19,37.77,737.98,1.03,2025-04-11,Sexta-feira,Mulheres,24-30
868,Camisetas Series,Homens 18-24,Imagem 3,9187,288,421.55,3.13,1.46,153,2.76,5231.15,12.41,2025-04-15,Terça-feira,Homens,18-24
869,Camisetas Filmes,Mulheres 18-24,Video 3,19647,1929,365.28,9.82,0.19,158,2.31,15382.57,42.11,2025-04-02,Quarta-feira,Mulheres,18-24
870,Blusas Inverno,Homens 24-30,Carrossel 2,6665,549,1247.27,8.24,2.27,97,12.86,8198.74,6.57,2025-04-11,Sexta-feira,Homens,24-30
871,Blusas Inverno,Homens 18-24,Video 2,2224,197,603.24,8.86,3.06,14,43.09,1640.62,2.72,2025-04-13,Domingo,Homens,18-24
872,Camisetas Series,Mulheres 18-24,Imagem 3,12400,939,653.96,7.57,0.7,888,0.74,32904.0,50.32,2025-04-23,Quarta-feira,Mulheres,18-24
873,Camisetas Filmes,Homens 18-24,Imagem 2,1374,131,1177.26,9.53,8.99,97,12.14,2950.04,2.51,2025-04-12,Sábado,Homens,18-24
874,Blusas Inverno,Homens 18-24,Imagem 1,11463,356,523.91,3.11,1.47,113,4.64,4556.13,8.7,2025-04-22,Terça-feira,Homens,18-24
875,Camisetas Series,Homens 18-24,Video 3,15601,1268,884.12,8.13,0.7,184,4.8,8686.38,9.82,2025-04-23,Quarta-feira,Homens,18-24
876,Camisetas Filmes,Homens 18-24,Video 2,13921,353,241.67,2.54,0.68,42,5.75,3048.59,12.61,2025-04-03,Quinta-feira,Homens,18-24
877,Acessorios,Homens 24-30,Imagem 1,18961,867,430.71,4.57,0.5,408,1.06,30674.38,71.22,2025-04-20,Domingo,Homens,24-30
878,Acessorios,Mulheres 18-24,Carrossel 1,5419,296,860.98,5.46,2.91,249,3.46,16068.44,18.66,2025-04-26,Sábado,Mulheres,18-24
879,Camisetas Filmes,Mulheres 18-24,Imagem 2,19388,1311,1495.76,6.76,1.14,1073,1.39,53247.18,35.6,2025-04-04,Sexta-feira,Mulheres,18-24
880,Camisetas Series,Homens 24-30,Video 1,9724,845,673.6,8.69,0.8,701,0.96,82307.08,122.19,2025-04-24,Quinta-feira,Homens,24-30
881,Camisetas Filmes,Mulheres 18-24,Video 1,4687,393,649.69,8.38,1.65,187,3.47,11188.36,17.22,2025-04-10,Quinta-feira,Mulheres,18-24
882,Camisetas Filmes,Homens 18-24,Imagem 3,12289,99,1166.04,0.81,11.78,21,55.53,2599.07,2.23,2025-04-22,Terça-feira,Homens,18-24
883,Blusas Inverno,Mulheres 18-24,Carrossel 2,5778,501,115.07,8.67,0.23,418,0.28,20209.87,175.63,2025-04-09,Quarta-feira,Mulheres,18-24
884,Camisetas Filmes,Homens 18-24,Imagem 3,6111,137,212.94,2.24,1.55,13,16.38,640.96,3.01,2025-04-13,Domingo,Homens,18-24
885,Camisetas Series,Homens 24-30,Carrossel 1,10426,64,547.74,0.61,8.56,14,39.12,777.17,1.42,2025-04-10,Quinta-feira,Homens,24-30
886,Blusas Inverno,Mulheres 24-30,Carrossel 2,1745,92,353.06,5.27,3.84,68,5.19,3140.75,8.9,2025-04-28,Segunda-feira,Mulheres,24-30
887,Blusas Inverno,Homens 18-24,Video 2,18983,1039,953.41,5.47,0.92,289,3.3,27312.56,28.65,2025-04-25,Sexta-feira,Homens,18-24
888,Camisetas Series,Mulheres 18-24,Imagem 1,13340,1243,1363.76,9.32,1.1,1078,1.27,31637.36,23.2,2025-04-01,Terça-feira,Mulheres,18-24
889,Camisetas Filmes,Homens 24-30,Carrossel 1,2969,122,341.01,4.11,2.8,89,3.83,7724.89,22.65,2025-04-23,Quarta-feira,Homens,24-30
890,Camisetas Filmes,Mulheres 24-30,Imagem 1,16235,1390,1420.51,8.56,1.02,136,10.44,8685.57,6.11,2025-03-30,Domingo,Mulheres,24-30
891,Camisetas Series,Mulheres 18-24,Video 2,12803,270,77.66,2.11,0.29,197,0.39,9479.02,122.06,2025-04-18,Sexta-feira,Mulheres,18-24
892,Camisetas Series,Mulheres 24-30,Video 3,17663,1503,194.43,8.51,0.13,646,0.3,47459.18,244.09,2025-04-19,Sábado,Mulheres,24-30
893,Camisetas Series,Mulheres 18-24,Video 1,7108,253,775.94,3.56,3.07,117,6.63,9485.04,12.22,2025-04-02,Quarta-feira,Mulheres,18-24
894,Camisetas Filmes,Mulheres 18-24,Imagem 1,2302,113,1387.29,4.91,12.28,39,35.57,2275.92,1.64,2025-04-07,Segunda-feira,Mulheres,18-24
895,Camisetas Filmes,Homens 24-30,Video 3,6144,68,552.83,1.11,8.13,45,12.29,2724.2,4.93,2025-04-14,Segunda-feira,Homens,24-30
896,Camisetas Series,Mulheres 18-24,Video 2,8739,563,450.02,6.44,0.8,63,7.14,5517.49,12.26,2025-04-14,Segunda-feira,Mulheres,18-24
897,Camisetas Filmes,Homens 18-24,Video 3,1965,192,1426.22,9.77,7.43,57,25.02,2289.74,1.61,2025-04-01,Terça-feira,Homens,18-24
898,Blusas Inverno,Homens 18-24,Video 3,5497,94,1108.34,1.71,11.79,66,16.79,7990.0,7.21,2025-04-23,Quarta-feira,Homens,18-24
899,Camisetas Filmes,Homens 18-24,Imagem 2,14675,542,880.7,3.69,1.62,436,2.02,53215.42,60.42,2025-04-26,Sábado,Homens,18-24
900,Acessorios,Homens 24-30,Imagem 3,15718,1160,241.07,7.38,0.21,283,0.85,23518.17,97.56,2025-04-08,Terça-feira,Homens,24-30
901,Camisetas Filmes,Homens 18-24,Imagem 2,5525,208,1048.37,3.76,5.04,134,7.82,15538.14,14.82,2025-04-19,Sábado,Homens,18-24
902,Camisetas Filmes,Homens 24-30,Video 3,5756,211,510.37,3.67,2.42,142,3.59,11118.05,21.78,2025-04-01,Terça-feira,Homens,24-30
903,Camisetas Series,Homens 18-24,Video 1,7033,375,1267.31,5.33,3.38,74,17.13,7230.39,5.71,2025-04-14,Segunda-feira,Homens,18-24
904,Camisetas Filmes,Homens 18-24,Imagem 3,14567,892,489.85,6.12,0.55,763,0.64,90321.54,184.39,2025-04-05,Sábado,Homens,18-24
905,Camisetas Series,Homens 24-30,Video 2,5979,242,204.82,4.05,0.85,47,4.36,1298.13,6.34,2025-04-10,Quinta-feira,Homens,24-30
906,Camisetas Filmes,Homens 18-24,Video 2,19580,1304,384.82,6.66,0.3,475,0.81,22843.34,59.36,2025-04-07,Segunda-feira,Homens,18-24
907,Camisetas Filmes,Mulheres 24-30,Imagem 1,12772,212,1047.8,1.66,4.94,122,8.59,4685.86,4.47,2025-04-02,Quarta-feira,Mulheres,24-30
908,Camisetas Filmes,Homens 24-30,Carrossel 2,13253,426,1285.59,3.21,3.02,251,5.12,18168.56,14.13,2025-04-25,Sexta-feira,Homens,24-30
909,Camisetas Series,Homens 18-24,Carrossel 1,7332,281,96.73,3.83,0.34,7,13.82,822.8,8.51,2025-04-14,Segunda-feira,Homens,18-24
910,Camisetas Filmes,Homens 18-24,Video 3,8292,810,1023.44,9.77,1.26,207,4.94,20860.98,20.38,2025-04-23,Quarta-feira,Homens,18-24
911,Camisetas Series,Homens 24-30,Video 1,6802,499,1307.34,7.34,2.62,250,5.23,23446.57,17.93,2025-04-03,Quinta-feira,Homens,24-30
912,Camisetas Series,Mulheres 18-24,Carrossel 2,9086,487,637.06,5.36,1.31,21,30.34,1801.65,2.83,2025-04-24,Quinta-feira,Mulheres,18-24
913,Camisetas Filmes,Mulheres 24-30,Video 3,11253,857,936.68,7.62,1.09,760,1.23,62467.02,66.69,2025-04-15,Terça-feira,Mulheres,24-30
914,Blusas Inverno,Homens 18-24,Imagem 1,18060,273,704.83,1.51,2.58,21,33.56,2368.34,3.36,2025-04-25,Sexta-feira,Homens,18-24
915,Acessorios,Mulheres 18-24,Imagem 2,17996,1151,623.64,6.4,0.54,80,7.8,6461.61,10.36,2025-03-31,Segunda-feira,Mulheres,18-24
916,Camisetas Series,Homens 24-30,Imagem 1,7221,348,687.35,4.82,1.98,155,4.43,15866.99,23.08,2025-04-15,Terça-feira,Homens,24-30
917,Blusas Inverno,Mulheres 18-24,Video 2,16117,390,662.57,2.42,1.7,313,2.12,36590.73,55.23,2025-04-25,Sexta-feira,Mulheres,18-24
918,Camisetas Filmes,Homens 18-24,Carrossel 1,16190,1373,704.96,8.48,0.51,1025,0.69,37225.09,52.8,2025-04-13,Domingo,Homens,18-24
919,Acessorios,Homens 18-24,Carrossel 1,13880,896,519.02,6.46,0.58,25,20.76,1072.2,2.07,2025-04-11,Sexta-feira,Homens,18-24
920,Camisetas Filmes,Mulheres 18-24,Imagem 2,15899,234,412.62,1.47,1.76,177,2.33,15904.8,38.55,2025-04-11,Sexta-feira,Mulheres,18-24
921,Camisetas Series,Mulheres 18-24,Carrossel 1,5048,96,215.54,1.9,2.25,57,3.78,5039.21,23.38,2025-04-19,Sábado,Mulheres,18-24
922,Acessorios,Homens 18-24,Video 1,18164,1498,606.93,8.25,0.41,1047,0.58,90258.99,148.71,2025-04-14,Segunda-feira,Homens,18-24
923,Camisetas Filmes,Homens 18-24,Carrossel 1,13408,1177,601.88,8.78,0.51,349,1.72,40562.62,67.39,2025-04-23,Quarta-feira,Homens,18-24
924,Blusas Inverno,Mulheres 18-24,Carrossel 1,6312,198,309.36,3.14,1.56,182,1.7,5483.85,17.73,2025-03-31,Segunda-feira,Mulheres,18-24
925,Camisetas Filmes,Homens 24-30,Video 2,11142,963,468.73,8.64,0.49,185,2.53,6799.75,14.51,2025-04-07,Segunda-feira,Homens,24-30
926,Blusas Inverno,Homens 24-30,Carrossel 1,7647,53,952.71,0.69,17.98,16,59.54,419.53,0.44,2025-04-18,Sexta-feira,Homens,24-30
927,Acessorios,Homens 18-24,Carrossel 2,17339,1163,1220.81,6.71,1.05,1010,1.21,49275.71,40.36,2025-04-07,Segunda-feira,Homens,18-24
928,Blusas Inverno,Mulheres 18-24,Carrossel 2,15868,889,690.72,5.6,0.78,615,1.12,52281.28,75.69,2025-04-09,Quarta-feira,Mulheres,18-24
929,Blusas Inverno,Homens 24-30,Imagem 2,18935,619,948.66,3.27,1.53,570,1.66,60996.92,64.3,2025-04-09,Quarta-feira,Homens,24-30
930,Blusas Inverno,Mulheres 18-24,Imagem 2,2602,97,264.97,3.73,2.73,83,3.19,4971.86,18.76,2025-04-28,Segunda-feira,Mulheres,18-24
931,Camisetas Filmes,Mulheres 18-24,Carrossel 1,2062,197,1265.12,9.55,6.42,76,16.65,4416.44,3.49,2025-04-27,Domingo,Mulheres,18-24
932,Acessorios,Mulheres 24-30,Video 1,2606,77,654.59,2.95,8.5,22,29.75,904.94,1.38,2025-04-02,Quarta-feira,Mulheres,24-30
933,Camisetas Filmes,Homens 18-24,Video 2,19752,1662,865.16,8.41,0.52,932,0.93,93138.0,107.65,2025-04-20,Domingo,Homens,18-24
934,Camisetas Filmes,Homens 24-30,Imagem 3,2174,73,1164.34,3.36,15.95,41,28.4,2536.13,2.18,2025-04-04,Sexta-feira,Homens,24-30
935,Blusas Inverno,Homens 18-24,Video 3,3217,268,1272.8,8.33,4.75,33,38.57,1791.35,1.41,2025-04-21,Segunda-feira,Homens,18-24
936,Camisetas Series,Homens 24-30,Carrossel 1,4998,405,1296.14,8.1,3.2,168,7.72,13054.49,10.07,2025-04-22,Terça-feira,Homens,24-30
937,Blusas Inverno,Mulheres 18-24,Imagem 2,7850,676,134.37,8.61,0.2,585,0.23,57314.12,426.54,2025-04-24,Quinta-feira,Mulheres,18-24
938,Camisetas Series,Mulheres 18-24,Video 1,16848,1532,1048.55,9.09,0.68,1447,0.72,77731.0,74.13,2025-04-28,Segunda-feira,Mulheres,18-24
939,Camisetas Filmes,Mulheres 18-24,Imagem 3,9508,588,883.96,6.18,1.5,362,2.44,42611.21,48.2,2025-04-04,Sexta-feira,Mulheres,18-24
940,Camisetas Series,Mulheres 24-30,Carrossel 2,18029,1543,966.19,8.56,0.63,1008,0.96,106644.42,110.38,2025-03-31,Segunda-feira,Mulheres,24-30
941,Camisetas Series,Homens 24-30,Imagem 2,10518,248,52.29,2.36,0.21,6,8.71,428.93,8.2,2025-04-19,Sábado,Homens,24-30
942,Camisetas Filmes,Mulheres 18-24,Video 1,7793,680,1498.53,8.73,2.2,423,3.54,12499.32,8.34,2025-04-22,Terça-feira,Mulheres,18-24
943,Camisetas Filmes,Homens 18-24,Imagem 3,19363,1700,974.38,8.78,0.57,23,42.36,2048.42,2.1,2025-04-03,Quinta-feira,Homens,18-24
944,Blusas Inverno,Mulheres 24-30,Video 2,9336,859,148.36,9.2,0.17,307,0.48,23230.37,156.58,2025-04-16,Quarta-feira,Mulheres,24-30
945,Camisetas Filmes,Mulheres 18-24,Imagem 3,1200,64,1044.46,5.33,16.32,43,24.29,2778.01,2.66,2025-04-13,Domingo,Mulheres,18-24
946,Blusas Inverno,Homens 18-24,Imagem 1,6755,248,529.25,3.67,2.13,86,6.15,10081.61,19.05,2025-04-09,Quarta-feira,Homens,18-24
947,Camisetas Series,Homens 24-30,Carrossel 2,16548,122,986.2,0.74,8.08,61,16.17,2472.86,2.51,2025-04-08,Terça-feira,Homens,24-30
948,Camisetas Series,Homens 18-24,Carrossel 2,18595,736,720.58,3.96,0.98,423,1.7,49820.52,69.14,2025-04-15,Terça-feira,Homens,18-24
949,Camisetas Filmes,Homens 24-30,Imagem 1,18074,663,869.17,3.67,1.31,323,2.69,26007.22,29.92,2025-04-25,Sexta-feira,Homens,24-30
950,Camisetas Series,Homens 18-24,Imagem 1,7824,641,1043.97,8.19,1.63,362,2.88,11446.91,10.96,2025-04-28,Segunda-feira,Homens,18-24
951,Blusas Inverno,Homens 18-24,Carrossel 1,10190,910,95.2,8.93,0.1,384,0.25,33658.02,353.55,2025-04-14,Segunda-feira,Homens,18-24
952,Blusas Inverno,Homens 18-24,Carrossel 1,19709,1290,614.87,6.55,0.48,1218,0.5,44681.68,72.67,2025-04-22,Terça-feira,Homens,18-24
953,Acessorios,Homens 18-24,Video 2,11305,114,443.67,1.01,3.89,11,40.33,821.76,1.85,2025-04-05,Sábado,Homens,18-24
954,Camisetas Filmes,Homens 18-24,Imagem 2,13176,975,1252.71,7.4,1.28,309,4.05,14403.72,11.5,2025-04-14,Segunda-feira,Homens,18-24
955,Camisetas Filmes,Mulheres 24-30,Video 2,6734,164,592.61,2.44,3.61,9,65.85,925.01,1.56,2025-04-19,Sábado,Mulheres,24-30
956,Acessorios,Homens 18-24,Video 1,15541,1086,86.16,6.99,0.08,988,0.09,114109.63,1324.39,2025-04-21,Segunda-feira,Homens,18-24
957,Camisetas Series,Homens 24-30,Carrossel 1,7232,398,1389.27,5.5,3.49,375,3.7,42145.47,30.34,2025-04-28,Segunda-feira,Homens,24-30
958,Blusas Inverno,Mulheres 18-24,Video 2,11726,343,1165.75,2.93,3.4,50,23.32,5360.69,4.6,2025-04-04,Sexta-feira,Mulheres,18-24
959,Camisetas Filmes,Mulheres 18-24,Carrossel 1,7723,87,716.08,1.13,8.23,66,10.85,2414.52,3.37,2025-04-18,Sexta-feira,Mulheres,18-24
960,Camisetas Series,Homens 18-24,Video 2,2442,225,1279.78,9.21,5.69,223,5.74,7516.79,5.87,2025-04-15,Terça-feira,Homens,18-24
961,Camisetas Series,Homens 18-24,Carrossel 2,2511,76,804.84,3.03,10.59,39,20.64,1062.67,1.32,2025-04-27,Domingo,Homens,18-24
962,Blusas Inverno,Homens 18-24,Video 2,7876,378,340.81,4.8,0.9,146,2.33,7689.08,22.56,2025-04-20,Domingo,Homens,18-24
963,Camisetas Series,Mulheres 18-24,Imagem 3,15454,1424,220.59,9.21,0.15,305,0.72,12428.63,56.34,2025-04-11,Sexta-feira,Mulheres,18-24
964,Camisetas Series,Homens 18-24,Video 1,1499,129,861.46,8.61,6.68,26,33.13,1187.1,1.38,2025-04-09,Quarta-feira,Homens,18-24
965,Camisetas Series,Mulheres 18-24,Imagem 3,19001,702,443.03,3.69,0.63,290,1.53,23898.41,53.94,2025-04-05,Sábado,Mulheres,18-24
966,Camisetas Series,Mulheres 18-24,Carrossel 1,3334,209,939.23,6.27,4.49,86,10.92,6798.96,7.24,2025-04-14,Segunda-feira,Mulheres,18-24
967,Camisetas Series,Homens 24-30,Imagem 1,5262,64,732.57,1.22,11.45,6,122.1,213.56,0.29,2025-04-06,Domingo,Homens,24-30
968,Camisetas Filmes,Homens 24-30,Imagem 1,3821,268,618.28,7.01,2.31,228,2.71,19751.99,31.95,2025-04-03,Quinta-feira,Homens,24-30
969,Camisetas Series,Homens 18-24,Video 2,11889,455,1083.7,3.83,2.38,343,3.16,36333.98,33.53,2025-04-21,Segunda-feira,Homens,18-24
970,Camisetas Filmes,Homens 18-24,Video 1,16259,1212,241.1,7.45,0.2,959,0.25,33302.52,138.13,2025-04-08,Terça-feira,Homens,18-24
971,Blusas Inverno,Homens 24-30,Video 2,16250,1013,385.96,6.23,0.38,229,1.69,9016.23,23.36,2025-04-26,Sábado,Homens,24-30
972,Blusas Inverno,Mulheres 18-24,Video 2,12909,852,315.86,6.6,0.37,681,0.46,39520.33,125.12,2025-04-26,Sábado,Mulheres,18-24
973,Camisetas Series,Homens 18-24,Imagem 3,15853,1048,93.88,6.61,0.09,973,0.1,35308.91,376.11,2025-04-08,Terça-feira,Homens,18-24
974,Camisetas Filmes,Mulheres 18-24,Carrossel 2,16113,399,459.27,2.48,1.15,178,2.58,15209.04,33.12,2025-04-12,Sábado,Mulheres,18-24
975,Camisetas Filmes,Homens 18-24,Carrossel 1,17644,260,638.24,1.47,2.45,54,11.82,3109.7,4.87,2025-04-10,Quinta-feira,Homens,18-24
976,Camisetas Series,Homens 24-30,Video 1,10899,994,631.18,9.12,0.63,423,1.49,20666.73,32.74,2025-04-07,Segunda-feira,Homens,24-30
977,Acessorios,Mulheres 24-30,Imagem 2,18955,375,1462.14,1.98,3.9,196,7.46,6194.77,4.24,2025-04-08,Terça-feira,Mulheres,24-30
978,Camisetas Series,Mulheres 18-24,Imagem 2,15127,941,872.46,6.22,0.93,350,2.49,27808.44,31.87,2025-04-11,Sexta-feira,Mulheres,18-24
979,Camisetas Series,Homens 24-30,Imagem 2,6671,129,1122.08,1.93,8.7,124,9.05,4517.6,4.03,2025-04-09,Quarta-feira,Homens,24-30
980,Camisetas Filmes,Mulheres 18-24,Carrossel 2,11661,249,1241.93,2.14,4.99,45,27.6,2511.16,2.02,2025-04-07,Segunda-feira,Mulheres,18-24
981,Blusas Inverno,Homens 18-24,Video 3,3280,105,1043.99,3.2,9.94,76,13.74,7762.21,7.44,2025-04-10,Quinta-feira,Homens,18-24
982,Camisetas Series,Mulheres 18-24,Video 3,11728,1062,985.23,9.06,0.93,125,7.88,4256.66,4.32,2025-04-14,Segunda-feira,Mulheres,18-24
983,Camisetas Filmes,Homens 18-24,Carrossel 1,1006,98,262.75,9.74,2.68,19,13.83,1335.65,5.08,2025-04-15,Terça-feira,Homens,18-24
984,Camisetas Filmes,Homens 18-24,Video 2,13778,1310,888.0,9.51,0.68,400,2.22,18226.47,20.53,2025-04-15,Terça-feira,Homens,18-24
985,Camisetas Filmes,Homens 24-30,Imagem 3,10821,673,1381.83,6.22,2.05,445,3.11,43066.71,31.17,2025-04-16,Quarta-feira,Homens,24-30
986,Camisetas Filmes,Mulheres 18-24,Imagem 3,3925,348,61.77,8.87,0.18,261,0.24,17074.55,276.42,2025-04-26,Sábado,Mulheres,18-24
987,Camisetas Filmes,Mulheres 24-30,Carrossel 1,10639,113,585.37,1.06,5.18,70,8.36,8525.3,14.56,2025-04-26,Sábado,Mulheres,24-30
988,Camisetas Filmes,Mulheres 18-24,Imagem 1,19351,1730,1469.11,8.94,0.85,224,6.56,24891.95,16.94,2025-04-13,Domingo,Mulheres,18-24
989,Blusas Inverno,Homens 24-30,Imagem 1,8708,492,1068.22,5.65,2.17,201,5.31,17591.81,16.47,2025-04-10,Quinta-feira,Homens,24-30
990,Camisetas Filmes,Homens 24-30,Video 3,14304,831,681.03,5.81,0.82,216,3.15,19709.73,28.94,2025-04-04,Sexta-feira,Homens,24-30
991,Camisetas Series,Mulheres 18-24,Carrossel 2,5557,146,855.36,2.63,5.86,92,9.3,10027.66,11.72,2025-04-23,Quarta-feira,Mulheres,18-24
992,Camisetas Filmes,Homens 18-24,Carrossel 1,10452,943,1021.6,9.02,1.08,137,7.46,3583.96,3.51,2025-04-03,Quinta-feira,Homens,18-24
993,Blusas Inverno,Mulheres 18-24,Imagem 1,5718,548,1003.99,9.58,1.83,139,7.22,4651.82,4.63,2025-04-09,Quarta-feira,Mulheres,18-24
994,Camisetas Series,Homens 24-30,Video 3,15943,1474,926.42,9.25,0.63,871,1.06,76059.94,82.1,2025-04-13,Domingo,Homens,24-30
995,Blusas Inverno,Homens 18-24,Carrossel 2,17692,918,850.47,5.19,0.93,460,1.85,29196.88,34.33,2025-04-07,Segunda-feira,Homens,18-24
996,Camisetas Series,Homens 18-24,Imagem 2,7088,484,926.63,6.83,1.91,295,3.14,22070.63,23.82,2025-03-30,Domingo,Homens,18-24
997,Blusas Inverno,Mulheres 18-24,Imagem 2,17440,601,645.71,3.45,1.07,559,1.16,46193.1,71.54,2025-04-19,Sábado,Mulheres,18-24
998,Acessorios,Homens 18-24,Imagem 1,2240,195,750.74,8.71,3.85,94,7.99,3413.75,4.55,2025-04-18,Sexta-feira,Homens,18-24
999,Camisetas Filmes,Homens 18-24,Carrossel 2,3623,122,1108.77,3.37,9.09,67,16.55,8264.98,7.45,2025-04-05,Sábado,Homens,18-24
